instant,atemp,casual,cnt,dteday,holiday,hr,hum,mnth,registered,season,temp,weathersit,weekday,windspeed,workingday,yr
14090,0.5909,12,172,2012-08-15,0,6,0.78,8,160,3,0.64,1,3,0.1045,1,1
3148,0.5,6,14,2011-05-16,0,1,0.94,5,8,2,0.52,1,1,0.1343,1,0
15944,0.3333,10,50,2012-11-02,0,0,0.57,11,40,4,0.34,1,5,0.1642,1,1
10613,0.4848,28,346,2012-03-23,0,7,0.93,3,318,2,0.5,2,5,0.1343,1,1
7344,0.5303,30,145,2011-11-07,0,14,0.37,11,115,4,0.56,1,1,0.1642,1,0
4909,0.7576,30,116,2011-07-28,0,10,0.55,7,86,3,0.8,1,4,0.2836,1,0
15543,0.5303,68,336,2012-10-14,0,19,0.64,10,268,4,0.56,1,0,0.2239,0,1
2353,0.4091,7,54,2011-04-12,0,22,0.94,4,47,2,0.4,2,2,0.2985,1,0
2613,0.5455,149,376,2011-04-23,0,18,0.78,4,227,2,0.58,1,6,0.194,0,0
4424,0.6364,3,27,2011-07-08,0,5,0.79,7,24,3,0.68,1,5,0.2537,1,0
2442,0.5,16,78,2011-04-16,0,15,0.83,4,62,2,0.52,3,6,0.5821,0,0
3472,0.6818,237,418,2011-05-29,0,13,0.7,5,181,2,0.72,1,0,0.2836,0,0
2690,0.5606,7,78,2011-04-26,0,23,0.83,4,71,2,0.6,2,2,0.2239,1,0
16389,0.4394,47,224,2012-11-20,0,14,0.58,11,177,4,0.44,2,2,0.1045,1,1
13361,0.697,59,223,2012-07-15,0,21,0.79,7,164,3,0.72,1,0,0.0896,0,1
6443,0.4848,24,130,2011-10-01,0,0,0.63,10,106,4,0.5,1,6,0.3881,0,0
16636,0.3333,18,163,2012-11-30,0,22,0.75,11,145,4,0.3,1,5,0,1,1
11497,0.3636,0,6,2012-04-29,0,5,0.87,4,6,2,0.34,1,0,0,0,1
8557,0.303,4,110,2011-12-28,0,7,0.57,12,106,1,0.32,1,3,0.2537,1,0
10895,0.4545,0,5,2012-04-04,0,2,0.51,4,5,2,0.46,1,3,0,1,1
11434,0.5152,37,169,2012-04-26,0,14,0.77,4,132,2,0.54,2,4,0.194,1,1
7674,0.4545,13,391,2011-11-21,0,8,0.94,11,378,4,0.46,2,1,0,1,0
9260,0.4242,16,413,2012-01-26,0,17,0.71,1,397,1,0.42,2,4,0,1,1
8121,0.2727,11,77,2011-12-10,0,0,0.81,12,66,4,0.26,2,6,0.1045,0,0
12028,0.5303,12,270,2012-05-21,0,8,0.88,5,258,2,0.56,3,1,0.2537,1,1
2166,0.5152,0,5,2011-04-05,0,2,0.73,4,5,2,0.54,2,2,0.3284,1,0
2621,0.4848,27,72,2011-04-24,0,2,0.88,4,45,2,0.5,1,0,0.194,0,0
9366,0.2879,0,2,2012-01-31,0,3,0.45,1,2,1,0.3,1,2,0.2239,1,1
9548,0.4242,10,518,2012-02-07,0,18,0.38,2,508,1,0.42,1,2,0.194,1,1
12329,0.6212,96,316,2012-06-02,0,21,0.4,6,220,2,0.6,1,6,0.1045,0,1
17233,0.2879,8,34,2012-12-25,1,21,0.65,12,26,1,0.3,2,2,0.194,0,1
11935,0.5455,77,279,2012-05-17,0,11,0.49,5,202,2,0.58,1,4,0.2239,1,1
3989,0.5758,2,2,2011-06-20,0,2,0.89,6,0,2,0.64,1,1,0.0896,1,0
11200,0.6515,48,375,2012-04-16,1,20,0.37,4,327,2,0.74,1,1,0.2985,0,1
9833,0.2879,85,253,2012-02-19,0,15,0.49,2,168,1,0.3,2,0,0.194,0,1
15881,0.4394,2,46,2012-10-28,0,21,0.88,10,44,4,0.44,3,0,0.4179,0,1
13869,0.697,1,11,2012-08-06,0,1,0.79,8,10,3,0.72,1,1,0.0896,1,1
1469,0.4545,10,79,2011-03-06,0,12,0.94,3,69,1,0.46,2,0,0.3284,0,0
8503,0.2727,2,16,2011-12-25,0,23,0.65,12,14,1,0.26,1,0,0.1343,0,0
2121,0.2727,1,5,2011-04-03,0,5,0.65,4,4,2,0.28,1,0,0.2239,0,0
6920,0.4394,22,128,2011-10-20,0,22,0.51,10,106,4,0.44,1,4,0.3284,1,0
8341,0.1818,0,4,2011-12-19,0,4,0.86,12,4,4,0.16,1,1,0.1343,1,0
7772,0.3485,60,142,2011-11-25,0,10,0.71,11,82,4,0.36,1,5,0.1642,1,0
7891,0.3182,15,110,2011-11-30,0,10,0.66,11,95,4,0.34,1,3,0.2239,1,0
13681,0.5909,3,17,2012-07-29,0,5,0.78,7,14,3,0.62,1,0,0.194,0,1
5332,0.5455,1,10,2011-08-15,0,1,0.88,8,9,3,0.6,2,1,0.1343,1,0
10445,0.4091,13,278,2012-03-16,0,7,0.87,3,265,1,0.4,2,5,0.194,1,1
16217,0.2727,10,94,2012-11-13,0,10,0.75,11,84,4,0.3,3,2,0.3881,1,1
1499,0.2879,11,145,2011-03-07,0,19,0.33,3,134,1,0.3,1,1,0.2239,1,0
10760,0.4545,42,166,2012-03-29,0,10,0.47,3,124,2,0.46,1,4,0.4478,1,1
998,0.303,0,3,2011-02-14,0,5,0.53,2,3,1,0.32,1,1,0.2836,1,0
4427,0.697,36,457,2011-07-08,0,8,0.74,7,421,3,0.72,2,5,0.2537,1,0
7948,0.3182,13,265,2011-12-02,0,19,0.53,12,252,4,0.34,1,5,0.2537,1,0
14766,0.6061,57,205,2012-09-12,0,10,0.61,9,148,3,0.62,1,3,0.1343,1,1
16741,0.4545,9,398,2012-12-05,0,7,0.59,12,389,4,0.46,3,3,0.2985,1,1
12620,0.5909,26,94,2012-06-15,0,0,0.73,6,68,2,0.6,1,5,0.1642,1,1
10841,0.5,110,346,2012-04-01,0,19,0.55,4,236,2,0.52,1,0,0.2239,0,1
14885,0.5455,34,299,2012-09-17,0,9,0.68,9,265,3,0.58,1,1,0.1343,1,1
17131,0.2879,26,240,2012-12-21,0,13,0.39,12,214,1,0.32,2,5,0.4179,1,1
10961,0.4545,61,252,2012-04-06,0,20,0.24,4,191,2,0.46,1,5,0.2836,1,1
6813,0.5152,121,347,2011-10-16,0,10,0.45,10,226,4,0.54,1,0,0.2537,0,0
2249,0.3333,7,42,2011-04-08,0,13,0.76,4,35,2,0.36,3,5,0.2836,1,0
11805,0.4848,14,93,2012-05-12,0,1,0.48,5,79,2,0.5,1,6,0,0,1
11807,0.4697,14,34,2012-05-12,0,3,0.59,5,20,2,0.48,1,6,0,0,1
10282,0.3333,17,187,2012-03-09,0,11,0.34,3,170,1,0.36,2,5,0.3582,1,1
9042,0.4394,6,129,2012-01-17,0,15,0.62,1,123,1,0.44,1,2,0.4925,1,1
3478,0.697,141,287,2011-05-29,0,19,0.74,5,146,2,0.72,1,0,0.2537,0,0
10685,0.4394,15,370,2012-03-26,0,7,0.72,3,355,2,0.44,1,1,0.194,1,1
12943,0.697,41,211,2012-06-28,0,11,0.31,6,170,3,0.8,1,4,0.194,1,1
7879,0.3939,5,95,2011-11-29,0,22,0.82,11,90,4,0.38,1,2,0.2985,1,0
4927,0.7121,2,6,2011-07-29,0,4,0.84,7,4,3,0.72,1,5,0.1343,1,0
8444,0.4091,26,174,2011-12-23,0,11,0.58,12,148,1,0.4,1,5,0.4478,1,0
15756,0.6364,108,541,2012-10-23,0,16,0.44,10,433,4,0.68,1,2,0.0896,1,1
1224,0.2576,0,7,2011-02-24,0,1,0.6,2,7,1,0.22,1,4,0.0896,1,0
11971,0.5,41,174,2012-05-18,0,23,0.55,5,133,2,0.52,1,5,0,1,1
11984,0.6212,276,642,2012-05-19,0,12,0.36,5,366,2,0.66,1,6,0,0,1
13322,0.5909,6,35,2012-07-14,0,6,0.78,7,29,3,0.64,2,6,0.0896,0,1
14565,0.6364,15,24,2012-09-04,0,1,0.82,9,9,3,0.68,1,2,0.1343,1,1
7932,0.2727,0,1,2011-12-02,0,3,0.8,12,1,4,0.22,1,5,0,1,0
12977,0.8333,41,236,2012-06-29,0,21,0.53,6,195,3,0.86,2,5,0.194,1,1
3712,0.8485,20,136,2011-06-08,0,13,0.42,6,116,2,0.9,1,3,0,1,0
14855,0.4848,10,48,2012-09-16,0,3,0.68,9,38,3,0.5,1,0,0,0,1
5027,0.6818,37,435,2011-08-02,0,8,0.58,8,398,3,0.74,1,2,0.2836,1,0
2226,0.5303,46,157,2011-04-07,0,14,0.43,4,111,2,0.56,1,4,0.0896,1,0
547,0.1364,3,35,2011-01-24,0,22,0.63,1,32,1,0.14,2,1,0.2239,1,0
6760,0.5303,0,17,2011-10-14,0,5,0.94,10,17,4,0.56,2,5,0.1642,1,0
13430,0.7121,63,643,2012-07-18,0,18,0.62,7,580,3,0.76,2,3,0.1343,1,1
15672,0.4394,9,18,2012-10-20,0,4,0.72,10,9,4,0.44,1,6,0,0,1
8335,0.2273,2,49,2011-12-18,0,22,0.75,12,47,4,0.22,1,0,0.194,0,0
11106,0.4242,15,158,2012-04-12,0,22,0.35,4,143,2,0.42,1,4,0.194,1,1
8886,0.2121,0,5,2012-01-11,0,2,0.85,1,5,1,0.2,1,3,0.1642,1,1
14399,0.5909,0,4,2012-08-28,0,3,0.89,8,4,3,0.66,1,2,0.1343,1,1
2757,0.5,55,439,2011-04-29,0,18,0.48,4,384,2,0.52,1,5,0.3582,1,0
17348,0.2424,31,133,2012-12-30,0,16,0.38,12,102,1,0.28,1,0,0.4179,0,1
4118,0.6667,122,331,2011-06-25,0,11,0.42,6,209,3,0.74,1,6,0,0,0
11403,0.3636,13,389,2012-04-25,0,7,0.71,4,376,2,0.34,1,3,0,1,1
17235,0.2727,4,30,2012-12-25,1,23,0.65,12,26,1,0.28,2,2,0.2537,0,1
4260,0.6515,58,260,2011-07-01,0,9,0.35,7,202,3,0.74,1,5,0.1642,1,0
8767,0.2273,2,5,2012-01-06,0,2,0.69,1,3,1,0.22,1,5,0.1642,1,1
15718,0.3939,1,5,2012-10-22,0,2,0.71,10,4,4,0.38,1,1,0,1,1
4313,0.7879,225,375,2011-07-03,0,14,0.56,7,150,3,0.82,1,0,0.2537,0,0
10843,0.4848,33,134,2012-04-01,0,21,0.59,4,101,2,0.5,2,0,0.1642,0,1
10605,0.5303,34,151,2012-03-22,0,23,0.83,3,117,2,0.56,1,4,0.0896,1,1
12242,0.5758,5,144,2012-05-30,0,6,0.78,5,139,2,0.6,2,3,0.1045,1,1
5891,0.5455,3,29,2011-09-07,0,22,0.94,9,26,3,0.62,3,3,0.1642,1,0
7188,0.3485,1,4,2011-11-01,0,2,0.81,11,3,4,0.36,2,2,0.1642,1,0
6620,0.4848,54,217,2011-10-08,0,9,0.77,10,163,4,0.5,1,6,0,0,0
3176,0.5,0,22,2011-05-17,0,5,0.94,5,22,2,0.52,3,2,0.2537,1,0
16846,0.3485,33,253,2012-12-09,0,16,0.93,12,220,4,0.36,3,0,0.1642,0,1
9753,0.303,3,288,2012-02-16,0,7,0.7,2,285,1,0.3,2,4,0.1343,1,1
7577,0.3182,4,168,2011-11-17,0,7,0.61,11,164,4,0.34,3,4,0.2836,1,0
3863,0.6212,60,297,2011-06-14,0,20,0.56,6,237,2,0.6,1,2,0.1642,1,0
6256,0.5455,2,22,2011-09-23,0,5,0.94,9,20,4,0.62,2,5,0,1,0
14200,0.6061,61,274,2012-08-19,0,20,0.73,8,213,3,0.64,2,0,0.194,0,1
9427,0.4545,18,229,2012-02-02,0,16,0.55,2,211,1,0.46,1,4,0.2836,1,1
17268,0.2273,2,208,2012-12-27,0,8,0.65,12,206,1,0.26,1,4,0.3582,1,1
10693,0.4697,66,223,2012-03-26,0,15,0.29,3,157,2,0.48,1,1,0.6119,1,1
12190,0.5606,20,48,2012-05-28,1,2,0.83,5,28,2,0.6,1,1,0.2239,0,1
2997,0.6212,66,524,2011-05-09,0,18,0.38,5,458,2,0.62,1,1,0.2985,1,0
144,0.2576,8,34,2011-01-07,0,6,0.69,1,26,1,0.2,2,5,0,1,0
2155,0.6667,47,143,2011-04-04,0,15,0.23,4,96,2,0.76,1,1,0.5522,1,0
13238,0.6667,70,819,2012-07-10,0,18,0.74,7,749,3,0.7,3,2,0.2239,1,1
5463,0.6818,156,409,2011-08-20,0,12,0.58,8,253,3,0.74,1,6,0.1343,0,0
7231,0.3939,13,168,2011-11-02,0,21,0.71,11,155,4,0.38,1,3,0.1343,1,0
1275,0.2727,1,7,2011-02-26,0,6,0.6,2,6,1,0.22,1,6,0,0,0
9189,0.2424,7,282,2012-01-23,0,18,0.93,1,275,1,0.24,2,1,0.1343,1,1
6097,0.5152,49,225,2011-09-16,0,14,0.45,9,176,3,0.54,2,5,0.1642,1,0
7373,0.4545,14,278,2011-11-08,0,19,0.59,11,264,4,0.46,1,2,0,1,0
3370,0.5909,29,313,2011-05-25,0,7,0.73,5,284,2,0.62,1,3,0.1343,1,0
3662,0.6667,39,111,2011-06-06,0,11,0.42,6,72,2,0.74,1,1,0.1343,1,0
15102,0.5909,29,185,2012-09-26,0,10,0.73,9,156,4,0.6,1,3,0.2836,1,1
15704,0.5152,236,675,2012-10-21,0,12,0.39,10,439,4,0.54,1,0,0.3284,0,1
5926,0.5152,2,29,2011-09-09,0,10,1,9,27,3,0.62,2,5,0,1,0
14282,0.5455,14,192,2012-08-23,0,6,0.88,8,178,3,0.6,2,4,0.0896,1,1
12775,0.7879,40,161,2012-06-21,0,11,0.41,6,121,3,0.86,1,4,0.1343,1,1
13376,0.7879,79,237,2012-07-16,0,12,0.49,7,158,3,0.84,1,1,0.1343,1,1
948,0.2121,2,15,2011-02-12,0,2,0.8,2,13,1,0.14,1,6,0,0,0
5220,0.6818,32,180,2011-08-10,0,9,0.48,8,148,3,0.76,1,3,0.2239,1,0
6025,0.6667,51,190,2011-09-13,0,14,0.51,9,139,3,0.74,1,2,0.3284,1,0
13005,0.697,12,93,2012-07-01,0,1,0.7,7,81,3,0.74,1,0,0.1343,0,1
2107,0.303,72,136,2011-04-02,0,15,0.76,4,64,2,0.34,3,6,0.3881,0,0
14037,0.6212,3,14,2012-08-13,0,1,0.65,8,11,3,0.66,1,1,0.0896,1,1
9995,0.2576,43,227,2012-02-26,0,11,0.41,2,184,1,0.28,1,0,0.2836,0,1
12488,0.697,196,531,2012-06-09,0,12,0.29,6,335,2,0.8,1,6,0.2537,0,1
5435,0.6061,30,398,2011-08-19,0,8,0.83,8,368,3,0.66,2,5,0,1,0
9997,0.3333,58,325,2012-02-26,0,13,0.36,2,267,1,0.32,1,0,0,0,1
7176,0.4394,22,141,2011-10-31,0,14,0.47,10,119,4,0.44,2,1,0.2239,1,0
10517,0.4545,25,354,2012-03-19,0,7,0.88,3,329,1,0.46,1,1,0.194,1,1
8461,0.3182,0,3,2011-12-24,0,4,0.66,12,3,1,0.32,2,6,0.1642,0,0
12062,0.6364,76,785,2012-05-22,0,18,0.61,5,709,2,0.68,1,2,0.1343,1,1
14100,0.6818,91,431,2012-08-15,0,16,0.48,8,340,3,0.76,1,3,0.194,1,1
10810,0.4697,263,621,2012-03-31,0,12,0.67,3,358,2,0.48,1,6,0,0,1
14999,0.5303,6,45,2012-09-22,0,3,0.83,9,39,3,0.56,1,6,0.2836,0,1
12333,0.5152,21,121,2012-06-03,0,1,0.56,6,100,2,0.54,1,0,0.1343,0,1
718,0.2424,1,18,2011-02-02,0,6,0.93,2,17,1,0.22,3,3,0.1045,1,0
7696,0.3939,1,64,2011-11-22,0,6,0.94,11,63,4,0.38,2,2,0.1045,1,0
5705,0.5303,2,6,2011-08-31,0,3,0.78,8,4,3,0.56,1,3,0,1,0
15160,0.6212,32,336,2012-09-28,0,20,0.53,9,304,4,0.6,3,5,0.1642,1,1
12562,0.5758,12,60,2012-06-12,0,14,0.89,6,48,2,0.64,3,2,0.2537,1,1
7726,0.4697,9,160,2011-11-23,0,12,0.55,11,151,4,0.48,1,3,0.4179,1,0
14301,0.6061,5,42,2012-08-24,0,1,0.73,8,37,3,0.64,2,5,0,1,1
567,0.2576,13,146,2011-01-25,0,19,0.65,1,133,1,0.26,2,2,0.1642,1,0
4682,0.697,32,91,2011-07-18,0,23,0.66,7,59,3,0.74,1,1,0.1642,1,0
16366,0.4394,44,257,2012-11-19,0,15,0.54,11,213,4,0.44,1,1,0.194,1,1
6151,0.5152,44,180,2011-09-18,0,20,0.68,9,136,3,0.54,2,0,0.0896,0,0
16920,0.303,25,540,2012-12-12,0,18,0.49,12,515,4,0.32,2,3,0.2239,1,1
12322,0.6212,259,647,2012-06-02,0,14,0.38,6,388,2,0.64,1,6,0.2985,0,1
9754,0.3182,9,498,2012-02-16,0,8,0.7,2,489,1,0.3,2,4,0.0896,1,1
2894,0.5,43,148,2011-05-05,0,11,0.36,5,105,2,0.52,1,4,0.4478,1,0
14118,0.6667,78,199,2012-08-16,0,10,0.48,8,121,3,0.74,1,4,0.1343,1,1
6133,0.4394,21,89,2011-09-18,0,2,0.82,9,68,3,0.44,1,0,0.2537,0,0
12999,0.7576,134,374,2012-06-30,0,19,0.44,6,240,3,0.84,1,6,0.2537,0,1
5372,0.6818,75,600,2011-08-16,0,17,0.45,8,525,3,0.76,1,2,0.3284,1,0
4839,0.8333,17,67,2011-07-25,0,12,0.59,7,50,3,0.84,2,1,0.194,1,0
16858,0.3939,3,12,2012-12-10,0,4,0.94,12,9,4,0.38,2,1,0.1045,1,1
14478,0.7121,59,256,2012-08-31,0,10,0.62,8,197,3,0.76,1,5,0.0896,1,1
2661,0.6364,74,499,2011-04-25,0,18,0.57,4,425,2,0.68,1,1,0.3582,1,0
2702,0.5909,53,156,2011-04-27,0,11,0.78,4,103,2,0.64,2,3,0.2836,1,0
6898,0.5303,4,26,2011-10-20,0,0,0.94,10,22,4,0.56,1,4,0.2985,1,0
14378,0.5606,4,145,2012-08-27,0,6,0.88,8,141,3,0.62,1,1,0,1,1
120,0.1818,0,4,2011-01-06,0,5,0.69,1,4,1,0.14,2,4,0.0896,1,0
3793,0.6061,53,190,2011-06-11,0,22,0.78,6,137,2,0.66,1,6,0.2239,0,0
1450,0.4697,74,204,2011-03-05,0,16,0.59,3,130,1,0.48,2,6,0.2985,0,0
5104,0.7121,40,204,2011-08-05,0,13,0.52,8,164,3,0.78,1,5,0.2537,1,0
17124,0.2879,4,80,2012-12-21,0,6,0.57,12,76,1,0.34,2,5,0.5821,1,1
14016,0.6061,2,10,2012-08-12,0,4,0.69,8,8,3,0.64,1,0,0.0896,0,1
5428,0.5758,1,20,2011-08-19,0,1,0.89,8,19,3,0.64,3,5,0,1,0
8261,0.5,12,221,2011-12-15,0,20,0.59,12,209,4,0.52,1,4,0.3284,1,0
12462,0.6212,62,249,2012-06-08,0,10,0.47,6,187,2,0.66,1,5,0.2537,1,1
10176,0.2424,3,6,2012-03-05,0,1,0.48,3,3,1,0.24,1,1,0.1343,1,1
4287,0.7121,142,374,2011-07-02,0,12,0.3,7,232,3,0.82,1,6,0.1343,0,0
14747,0.6364,73,326,2012-09-11,0,15,0.28,9,253,3,0.7,1,2,0.1045,1,1
8168,0.2576,4,35,2011-12-11,0,23,0.69,12,31,4,0.2,1,0,0,0,0
12822,0.6818,177,494,2012-06-23,0,10,0.55,6,317,3,0.74,1,6,0.194,0,1
8713,0.1212,0,115,2012-01-03,0,20,0.33,1,115,1,0.12,1,2,0.2537,1,1
6706,0.5303,10,57,2011-10-11,0,23,0.83,10,47,4,0.56,2,2,0.2836,1,0
9911,0.4545,5,62,2012-02-22,0,23,0.41,2,57,1,0.46,2,3,0.2836,1,1
8147,0.1667,5,52,2011-12-11,0,2,0.55,12,47,4,0.18,1,0,0.2537,0,0
4052,0.7576,67,529,2011-06-22,0,17,0.55,6,462,3,0.8,2,3,0.3881,1,0
6631,0.5,78,202,2011-10-08,0,20,0.77,10,124,4,0.52,1,6,0.1045,0,0
7996,0.3939,15,173,2011-12-04,0,19,0.76,12,158,4,0.38,1,0,0,0,0
3843,0.6212,13,31,2011-06-14,0,0,0.49,6,18,2,0.6,1,2,0.194,1,0
10410,0.6212,44,330,2012-03-14,0,20,0.35,3,286,1,0.62,1,3,0.1045,1,1
1522,0.3333,21,235,2011-03-08,0,18,0.27,3,214,1,0.34,1,2,0.194,1,0
11747,0.6212,68,259,2012-05-09,0,15,0.53,5,191,2,0.64,2,3,0.1045,1,1
1191,0.2273,2,69,2011-02-22,0,15,0.48,2,67,1,0.24,1,2,0.194,1,0
12124,0.5758,32,583,2012-05-25,0,8,0.89,5,551,2,0.64,2,5,0.1045,1,1
5460,0.6515,51,190,2011-08-20,0,9,0.65,8,139,3,0.7,1,6,0,0,0
7297,0.4091,141,343,2011-11-05,0,15,0.37,11,202,4,0.4,1,6,0.194,0,0
2489,0.5455,49,144,2011-04-18,0,14,0.49,4,95,2,0.58,2,1,0.194,1,0
17226,0.3939,58,126,2012-12-25,1,14,0.46,12,68,1,0.38,1,2,0.2985,0,1
8968,0.2121,30,219,2012-01-14,0,12,0.41,1,189,1,0.22,1,6,0.2537,0,1
5783,0.6212,83,201,2011-09-03,0,9,0.69,9,118,3,0.66,2,6,0.2537,0,0
9718,0.3939,6,184,2012-02-14,0,20,0.46,2,178,1,0.38,2,2,0.1343,1,1
7492,0.5,35,190,2011-11-13,0,18,0.27,11,155,4,0.52,1,0,0.3284,0,0
1109,0.5152,19,107,2011-02-18,0,22,0.1,2,88,1,0.54,1,5,0.2537,1,0
5764,0.6515,75,283,2011-09-02,0,14,0.61,9,208,3,0.7,2,5,0.1045,1,0
10724,0.3485,7,134,2012-03-27,0,22,0.37,3,127,2,0.36,1,2,0.1343,1,1
15533,0.4697,62,223,2012-10-14,0,9,0.67,10,161,4,0.48,2,0,0.2836,0,1
2075,0.2424,4,95,2011-04-01,0,7,0.93,4,91,2,0.24,3,5,0,1,0
17147,0.2273,0,5,2012-12-22,0,5,0.48,12,5,1,0.26,1,6,0.4179,0,1
7484,0.4394,63,241,2011-11-13,0,10,0.44,11,178,4,0.44,1,0,0.3284,0,0
10197,0.2121,2,78,2012-03-05,0,22,0.35,3,76,1,0.24,1,1,0.3284,1,1
1175,0.2576,18,80,2011-02-21,1,17,0.75,2,62,1,0.28,2,1,0.3881,0,0
2916,0.4545,27,188,2011-05-06,0,9,0.67,5,161,2,0.46,1,5,0.2836,1,0
7333,0.3485,0,3,2011-11-07,0,3,0.93,11,3,4,0.32,1,1,0,1,0
7973,0.3182,17,127,2011-12-03,0,20,0.61,12,110,4,0.3,1,6,0.0896,0,0
3251,0.5152,41,517,2011-05-20,0,8,0.68,5,476,2,0.54,1,5,0,1,0
6713,0.5152,5,112,2011-10-12,0,6,0.88,10,107,4,0.54,2,3,0.2537,1,0
1618,0.3939,36,82,2011-03-12,0,21,0.62,3,46,1,0.38,1,6,0,0,0
1474,0.303,2,25,2011-03-06,0,17,1,3,23,1,0.34,3,0,0.2985,0,0
16398,0.3333,1,83,2012-11-20,0,23,0.81,11,82,4,0.32,1,2,0.1045,1,1
1902,0.2273,1,18,2011-03-25,0,0,0.6,3,17,2,0.24,1,5,0.194,1,0
14146,0.2424,128,328,2012-08-17,0,14,0.34,8,200,3,0.86,1,5,0.4179,1,1
4231,0.5455,2,6,2011-06-30,0,4,0.64,6,4,3,0.58,1,4,0.1343,1,0
5586,0.697,28,132,2011-08-25,0,15,0.7,8,104,3,0.74,2,4,0,1,0
15919,0.3636,7,101,2012-10-31,0,23,0.57,10,94,4,0.36,1,3,0.0896,1,1
12067,0.5909,14,105,2012-05-22,0,23,0.73,5,91,2,0.62,1,2,0.1045,1,1
12650,0.5152,11,47,2012-06-16,0,6,0.68,6,36,2,0.54,1,6,0.194,0,1
10191,0.2727,30,210,2012-03-05,0,16,0.45,3,180,1,0.3,1,1,0.2985,1,1
11245,0.4242,46,488,2012-04-18,0,17,0.77,4,442,2,0.42,2,3,0.194,1,1
16267,0.3636,29,213,2012-11-15,0,12,0.62,11,184,4,0.36,2,4,0.1045,1,1
11419,0.4848,10,104,2012-04-25,0,23,0.51,4,94,2,0.5,2,3,0.0896,1,1
13000,0.7727,88,292,2012-06-30,0,20,0.52,6,204,3,0.82,1,6,0.1642,0,1
5610,0.7727,53,249,2011-08-26,0,15,0.59,8,196,3,0.8,2,5,0.194,1,0
5350,0.6515,54,397,2011-08-15,0,19,0.65,8,343,3,0.7,1,1,0,1,0
3136,0.5909,195,456,2011-05-15,0,13,0.73,5,261,2,0.62,1,0,0.2836,0,0
1898,0.2576,8,118,2011-03-24,0,20,0.61,3,110,2,0.28,1,4,0.2836,1,0
8240,0.3182,3,51,2011-12-14,0,23,0.7,12,48,4,0.32,1,3,0.1642,1,0
5032,0.7424,50,203,2011-08-02,0,13,0.3,8,153,3,0.86,1,2,0.2239,1,0
4391,0.697,55,312,2011-07-06,0,20,0.74,7,257,3,0.72,1,3,0.2537,1,0
12196,0.6212,62,155,2012-05-28,1,8,0.69,5,93,2,0.66,1,1,0,0,1
9763,0.3636,8,289,2012-02-16,0,17,0.87,2,281,1,0.34,3,4,0,1,1
12332,0.5152,27,169,2012-06-03,0,0,0.6,6,142,2,0.54,1,0,0.1642,0,1
504,0.0758,1,13,2011-01-23,0,1,0.57,1,12,1,0.04,1,0,0.1045,0,0
11729,0.6061,21,223,2012-05-08,0,21,0.65,5,202,2,0.64,2,2,0.2836,1,1
11442,0.5,20,183,2012-04-26,0,22,0.83,4,163,2,0.52,1,4,0.1642,1,1
16439,0.4545,101,182,2012-11-22,1,16,0.33,11,81,4,0.46,1,4,0,0,1
1072,0.3485,16,179,2011-02-17,0,9,0.57,2,163,1,0.36,1,4,0.194,1,0
16291,0.4091,28,290,2012-11-16,0,12,0.43,11,262,4,0.4,1,5,0.2836,1,1
3167,0.5455,31,198,2011-05-16,0,20,0.83,5,167,2,0.58,1,1,0,1,0
4045,0.697,31,135,2011-06-22,0,10,0.7,6,104,3,0.74,1,3,0.2537,1,0
7853,0.5152,12,218,2011-11-28,0,20,0.73,11,206,4,0.54,2,1,0.2537,1,0
1318,0.3182,0,1,2011-02-28,0,3,0.93,2,1,1,0.32,3,1,0.1642,1,0
8389,0.3788,0,2,2011-12-21,0,4,0.71,12,2,1,0.36,2,3,0,1,0
8052,0.4545,0,3,2011-12-07,0,3,1,12,3,4,0.46,3,3,0.2239,1,0
12690,0.6061,55,153,2012-06-17,0,22,0.6,6,98,2,0.6,1,0,0.194,0,1
10627,0.6212,64,284,2012-03-23,0,21,0.53,3,220,2,0.62,1,5,0.1045,1,1
15403,0.4091,9,69,2012-10-08,1,23,0.71,10,60,4,0.4,2,1,0.2239,0,1
3171,0.5303,13,31,2011-05-17,0,0,0.88,5,18,2,0.56,2,2,0,1,0
9451,0.4091,36,311,2012-02-03,0,16,0.37,2,275,1,0.4,1,5,0.1045,1,1
16570,0.2576,0,3,2012-11-28,0,3,0.7,11,3,4,0.26,2,3,0.2239,1,1
5420,0.7273,44,409,2011-08-18,0,17,0.46,8,365,3,0.8,3,4,0.2985,1,0
7902,0.2879,7,135,2011-11-30,0,21,0.53,11,128,4,0.32,1,3,0.3881,1,0
12097,0.5455,1,30,2012-05-24,0,5,0.88,5,29,2,0.6,2,4,0.1642,1,1
1583,0.303,18,78,2011-03-11,0,10,0.57,3,60,1,0.32,2,5,0.2985,1,0
16328,0.2879,14,95,2012-11-18,0,1,0.7,11,81,4,0.3,1,0,0.194,0,1
1909,0.1818,4,104,2011-03-25,0,7,0.59,3,100,2,0.2,1,5,0.3582,1,0
8296,0.2576,0,20,2011-12-17,0,7,0.56,12,20,4,0.26,2,6,0.2239,0,0
13324,0.5909,33,151,2012-07-14,0,8,0.78,7,118,3,0.62,1,6,0.2836,0,1
17023,0.3939,1,15,2012-12-17,0,1,0.87,12,14,4,0.38,2,1,0.1045,1,1
6486,0.3939,34,162,2011-10-02,0,19,0.76,10,128,4,0.38,2,0,0.1642,0,0
